DateofSale(dd/mm/yyyy),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription,percent,VAT,Year,Month,Agent Commission
2014-05-09,"2 ARD NA GREINE, KELLS, MEATH",N/A,Meath,82000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,11070.0,2014,5,1230.0
2015-10-04,"Apartment 12  Park Lodge, 7-9 North Circular Road",Dublin 7,Dublin,247898.33,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33466.27455,2015,10,3718.47495
2015-06-19,"9 THE ORCHARD, CANAL VIEW, SALLINS",N/A,Kildare,127000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,17145.0,2015,6,1905.0
2016-02-03,"BALLINACARRIG, TARA HILL, GOREY",N/A,Wexford,280000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37800.0,2016,2,4200.0
2014-06-17,"DRUMALEE RD,,Dublin 7,,Dublin",Dublin 7,Dublin,145000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19575.0,2014,6,2175.0
2019-11-04,"20 PEARSE PARK, TIPPERARY TOWN, CO. TIPPERARY",N/A,Tipperary,45950.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,6203.25,2019,11,689.25
2013-01-21,"24 Glendara, Kilteragh, Dooradoyle",N/A,Limerick,134000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18090.0,2013,1,2010.0
2021-09-13,"52 OYSTERBAY COURT, CARLINGFORD, LOUTH",N/A,Louth,210000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,28350.000000000004,2021,9,3150.0
2016-08-11,"57 LEINSTER PARK, HAROLDS CROSS,,Dublin 6w",Dublin 6w,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,78300.0,2016,8,7250.0
2012-09-10,"radeerpark, clones",N/A,Monaghan,135000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18225.0,2012,9,2025.0
2018-06-19,"8 MOURNE VALE, DUNDALK, LOUTH",N/A,Louth,210000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,28350.000000000004,2018,6,3150.0
2014-03-12,"32 COLLEGE COURT DR, CASTLETROY, LIMERICK",N/A,Limerick,166500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22477.5,2014,3,2497.5
2012-12-01,"Teach Mor, Inverin, Co. Galway",N/A,Galway,285000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,38475.0,2012,12,4275.0
2011-11-29,"63 Lisheen Fields, Ovens",N/A,Cork,250850.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2011,11,3762.75
2021-04-30,"24 CASTLEVIEW PARK, SWORDS,,Dublin",N/A,Dublin,322500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,43537.5,2021,4,4837.5
2021-07-15,"14 ARD NA SI, LIS NA DARA, CARRICK RD DUNDALK",N/A,Louth,210000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,28350.000000000004,2021,7,3150.0
2016-05-20,"23 CASTLEWOOD, DROGHEDA, LOUTH",N/A,Louth,263500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35572.5,2016,5,3952.5
2014-06-25,"APT 3 FOYLE HAVEN, JAMES ST, MOYVILLE",N/A,Donegal,13705.34,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,1850.2209,2014,6,205.5801
2018-06-07,"48 ASHBROOK, THE MOYNE, ENNISCORTHY",N/A,Wexford,146000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,19710.0,2018,6,2190.0
2015-12-21,"14 ROSCONNELL STREET, NEWBRIDGE, CO. KILDARE",N/A,Kildare,120000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,16200.000000000002,2015,12,1800.0
2017-11-10,"33 INVER GAEL, CARRICK ON SHANNON, LEITRIM",N/A,Roscommon,73000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9855.0,2017,11,1095.0
2014-03-03,"BEECHWOOD, DERRYMORE, MEELICK",N/A,Clare,311000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,41985.0,2014,3,4665.0
2014-10-13,"NO 3 COIS LOCHA, DOOHAMLET, CASTLEBLAYNEY",N/A,Monaghan,134000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18090.0,2014,10,2010.0
2018-05-28,"12 NEIDIN VIEW, KENMARE, KERRY",N/A,Kerry,151000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20385.0,2018,5,2265.0
2010-07-16,"40 Sweetman House, Myrtle Drive  The Coast, Baldoyle",N/A,Dublin,222026.43,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2010,7,3330.3964499999997
2017-04-21,"96 CHESTNUT DR, MULLINGAR, CO WESTMEATH",N/A,Westmeath,150000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20250.0,2017,4,2250.0
2020-03-25,"1 CHURCH RD, GOLEEN, SKIBBEREEN",N/A,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18900.0,2020,3,2100.0
2012-07-27,"45 St. Flannan's Terrace, Ennis",N/A,Clare,73000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9855.0,2012,7,1095.0
2014-06-17,"GRAVELSTOWN, CARLANSTOWN, KELLS",N/A,Meath,67000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9045.0,2014,6,1005.0
2018-12-02,"4 Glenheron Walk, Glenheron, Greystones",N/A,Wicklow,409692.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,12,6145.38
2015-09-01,"8 CASLIN WAY, STROKESTOWN, ROSCOMMON",N/A,Roscommon,44053.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,5947.155000000001,2015,9,660.795
2012-10-22,"Gortard, Clarinbridge",N/A,Galway,136000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18360.0,2012,10,2040.0
2021-08-17,"112 ARDKEALE, MOUNT OVAL, ROCHESTOWN",N/A,Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27675.000000000004,2021,8,3075.0
2012-02-02,"54 Elmwood Downs, letterkenny",N/A,Donegal,75000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10125.0,2012,2,1125.0
2016-10-28,"20 Danesfort Court, Loughrea",N/A,Galway,145000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2016,10,2175.0
2017-10-27,"36 JOHNSTOWN, WATERFORD",N/A,Waterford,58334.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,7875.09,2017,10,875.01
2015-10-21,"182 DOORADOYLE PARK, DOORADOYLE, LIMERICK",N/A,Limerick,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10800.0,2015,10,1200.0
2015-03-03,"BALLYMOUNTAIN, INNISHANNON, CORK",N/A,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33750.0,2015,3,3750.0
2018-03-14,"7 BEECH VIEW, DERRINTURN, CARBURY",N/A,Kildare,190000.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,25650.0,2018,3,2850.0
2013-04-17,"7 Ard Righ Road, Stoneybatter,,Dublin 7",Dublin 7,Dublin,175000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,23625.0,2013,4,2625.0
2015-10-14,"3 Ard na Si, Mohill",N/A,Leitrim,150000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2015,10,2250.0
2021-08-19,"29 GORTONORA, DINGLE, CO. KERRY",N/A,Kerry,212000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,28620.000000000004,2021,8,3180.0
2018-04-07,"74 Belmayne Avenue, Balgriffin",Dublin 13,Dublin,281938.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,4,4229.07
2018-10-23,"TARA, 14 LANDSCAPE PARK, POULADUFF RD",N/A,Cork,232000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31320.000000000004,2018,10,3480.0
2014-03-27,"28 TOBERAHEENA, CLONMEL, TIPPERARY",N/A,Tipperary,186666.66,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,25199.9991,2014,3,2799.9999
2021-02-26,"88 CLOGHAR FAILI, CAHERSLEE, TRALEE",N/A,Kerry,186000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,25110.0,2021,2,2790.0
2020-12-15,"41 PAIRC MHUIRE, SAGGART,,Dublin",Dublin 24,Dublin,266000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35910.0,2020,12,3990.0
2011-08-17,"9 Holywell Grove, Sea Road, Kilcoole",N/A,Wicklow,293000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2011,8,4395.0
2021-04-05,"THE DOVECOTE, CARKFREE, BALINAMEEN",N/A,Roscommon,220000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,29700.000000000004,2021,4,3300.0
2019-02-23,"TEACH TAITNEAMH, ROSS, RATHCABBIN",N/A,Tipperary,240000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,32400.000000000004,2019,2,3600.0
2016-01-25,"BARROWHOUSE, ATHY, LAOIS",N/A,Laois,287000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,38745.0,2016,1,4305.0
2016-10-28,"BALLYHOE, COOLDERRY, CARRICKMACROSS",N/A,Monaghan,58000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,7830.000000000001,2016,10,870.0
2019-05-23,"45 WYATTVILLE CLOSE, LOUGHLINSTOWN,,Dublin",N/A,Dublin,515000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,69525.0,2019,5,6437.5
2020-06-04,"21 LAKELAND, BRIDGETOWN, WEXFORD",N/A,Wexford,97000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,13095.0,2020,6,1455.0
2021-09-24,"BALLYGLASS, BALLINAGARE, CASTLEREA",N/A,Roscommon,116000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,15660.000000000002,2021,9,1740.0
2018-09-18,"35 HARBOUR VIEW, MAYNOOTH, KILDARE",N/A,Kildare,200000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27000.0,2018,9,3000.0
2018-12-18,"29 HILLVIEW CRESCENT, CAHIR, TIPPERARY",N/A,Tipperary,154000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,20790.0,2018,12,2310.0
2019-10-10,"13 MAPLE LODGE, FARMLEIGH WOODS, CASTLEKNOCK",N/A,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,64800.00000000001,2019,10,7200.0
2019-12-12,"24 Beechwood, Chapel Road, Kinsealy",N/A,Dublin,392070.48,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,12,5881.057199999999
2020-12-18,"28 The Sycamores, Shandon, Dungarvan",N/A,Waterford,251101.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2020,12,3766.515
2017-08-05,"RIVER COTTAGE CHURCHMOUNT, MANORHAMILTON, LEITRIM",N/A,Leitrim,123500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,16672.5,2017,8,1852.5
2010-06-23,"9 Rinawade View, Leixlip",N/A,Kildare,74584.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10068.84,2010,6,1118.76
2013-03-13,"Apt 3 Marine Lighthouse, Cliff Road, Enniscrone",N/A,Sligo,70000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9450.0,2013,3,1050.0
2019-12-12,"COWANSTOWN, MAYNOOTH, KILDARE",N/A,Kildare,315000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,42525.0,2019,12,4725.0
2016-02-12,"EL PASO, NORTH BEACH RUSH,,Dublin",N/A,Dublin,162500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,21937.5,2016,2,2437.5
2018-01-18,"26 ATHLUMNEY HALL, ATHLUMNEY, NAVAN",N/A,Meath,347000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,46845.0,2018,1,5205.0
2013-09-24,"10 St. Mary's Tce, Kilmurry, Lissarda",N/A,Cork,51560.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,6960.6,2013,9,773.4
2021-05-27,"3 SUGARLOAF CRESCENT, BRAY, CO WICKLOW",N/A,Wicklow,338000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,45630.0,2021,5,5070.0
2017-12-15,"4 The Way, City West Village, Citywest",N/A,Dublin,281785.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,12,4226.775
2010-09-07,"134 CHERRYFIELD ROAD, WALKINSTOWN,,Dublin",Dublin 12,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35775.0,2010,9,3975.0
2014-07-17,"84 CLONMINCH WOOD, TULLAMORE, OFFALY",N/A,Offaly,130500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,17617.5,2014,7,1957.5
2014-01-08,"BALLYFRORY, JOHNSTOWN, DUNCORMICK",N/A,Wexford,70000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9450.0,2014,1,1050.0
2012-11-07,"15 Drummartin CLose, Goatstown",Dublin 14,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,54000.0,2012,11,6000.0
2018-07-13,"62 WOODVALE RD, BEAUMOUNT, BALLINTEMPLE",N/A,Cork,442000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,59670.00000000001,2018,7,6630.0
2020-08-07,"KILLOCRIM, LISTOWEL, KERRY",N/A,Kerry,33000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4455.0,2020,8,495.0
2014-10-14,"29 KIERAN STREET, KILKENNY, CO KILKENNY",N/A,Kilkenny,170000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22950.0,2014,10,2550.0
2019-04-15,"18 AUGHRIM HALL, AUGHRIM, CO WICKLOW",N/A,Wicklow,230000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31050.000000000004,2019,4,3450.0
2021-12-14,"26 Cluain Fia, Crusheen",N/A,Clare,235000.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2021,12,3525.0
2015-10-08,"2 THE PARK, GRANGE MANOR, LUCAN",N/A,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,47250.0,2015,10,5250.0
2012-08-22,"36 Poleberry, Waterford",N/A,Waterford,35000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4725.0,2012,8,525.0
2014-11-25,"NO 24 BALLYMONEEN, CAPPAHARD, TULLA ROAD",N/A,Clare,66000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8910.0,2014,11,990.0
2018-05-16,"15 Oldtown Walk, Sallins Road, Naas  Co Kildare",N/A,Kildare,334801.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2018,5,5022.014999999999
2018-08-21,"38 WELLESLEY MANOR, BETTYSTOWN, MEATH",N/A,Meath,247000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33345.0,2018,8,3705.0
2020-09-30,"163 BRIGHTWATER, CROSSHAVEN, CORK",N/A,Cork,275000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37125.0,2020,9,4125.0
2014-04-07,"8 BALLSBRIDGE AVE,,Dublin 4,,Dublin",Dublin 4,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,60750.00000000001,2014,4,6750.0
2016-07-27,"GARYROSS, VIRGINIA, CO CAVAN",N/A,Cavan,67500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9112.5,2016,7,1012.5
2012-12-20,"21  Coolmagort, Beaufort, Killarney",N/A,Kerry,115000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,15525.000000000002,2012,12,1725.0
2019-12-11,"30 CHAPELWOOD, LITTERMORE, KILMUCKRIDGE",N/A,Wexford,182500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24637.5,2019,12,2737.5
2014-12-19,"38 ROCKFORD PARK, BLACKROCK,,Dublin",N/A,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,55350.00000000001,2014,12,6150.0
2017-07-25,"4 Ceim Na Carraig, Rockcorry",N/A,Monaghan,21500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2017,7,322.5
2019-04-09,"GRANGE, BOOLAVOGUE, FERNS WEXFORD",N/A,Wexford,178000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24030.0,2019,4,2670.0
2015-07-29,"92 Willow Park, Clonmel",N/A,Tipperary,109000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,14715.000000000002,2015,7,1635.0
2021-08-18,"7 FERNDALE, NAVAN, MEATH",N/A,Meath,275000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,37125.0,2021,8,4125.0
2019-12-19,"15B ARVOUGH, KINVARA, GALWAY",N/A,Galway,208333.0,Yes,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,28124.955,2019,12,3124.995
2020-10-19,"34 DELGANY GLEN, GREYSTONES, WICKLOW",N/A,Wicklow,440000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,59400.00000000001,2020,10,6600.0
2011-02-16,"11 Orchid Grove, Kinsale",N/A,Cork,328193.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2011,2,4922.8949999999995
2015-02-06,"72 GRIFFITH AVE, CLONMEL",N/A,Tipperary,120000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,16200.000000000002,2015,2,1800.0
2018-12-13,"2 Whitton Avenue, Clondalkin,,Dublin 22",Dublin 22,Dublin,334801.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2018,12,5022.014999999999
2012-02-16,"143 Hazelbury Park, phibblestown,,Dublin 15",Dublin 15,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,21600.0,2012,2,2400.0
2018-10-24,"SLENOIGE, ENNISKEANE, CORK",N/A,Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,41175.0,2018,10,4575.0
2014-03-03,"44 Cahirdown Wood, Listowel",N/A,Kerry,75000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2014,3,1125.0
2012-06-09,"Ladywell, Fethard-on-Sea, New Ross",N/A,Wexford,65000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8775.0,2012,6,975.0
2021-12-01,"60 NORBURY WOODS GREEN, TULLAMORE, OFFALY",N/A,Offaly,230000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,31050.000000000004,2021,12,3450.0
2010-04-30,"35 AShford Street, dublin",N/A,Dublin,6000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,810.0,2010,4,90.0
2015-09-12,"298 ROSEMOUNT KILMACRENNAN, KILMACRENNAN, DONEGAL",N/A,Donegal,56000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,7560.000000000001,2015,9,840.0
2016-12-30,"407 CARNLOUGH RD, CABRA WEST,,Dublin 7",Dublin 7,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27000.0,2016,12,3000.0
2020-12-21,"CASTLE ST, KELLS, MEATH",N/A,Meath,25000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,3375.0,2020,12,375.0
2019-08-05,"127 ROSSMORE RD BALLYFERMOT,,Dublin 10,,Dublin",Dublin 10,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,35775.0,2019,8,3975.0
2015-02-03,"4 The Orchard, College Manor, Carrignafoy Cobh",N/A,Cork,170000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2015,2,2550.0
2014-09-05,"House and land, Boheragaddy, Bennettsbridge",N/A,Kilkenny,110000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,0.06341154090044387,0.0,2014,9,1650.0
2019-04-18,"20 PALLAS DERG, NEWTOWN, NENAGH",N/A,Tipperary,227500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,30712.500000000004,2019,4,3412.5
2021-04-08,"18 HAZEL DRIVE, BEAUFORT, NAVAN",N/A,Meath,250000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33750.0,2021,4,3750.0
2010-01-26,"apt 54, 20 christchurch place",Dublin 8,Dublin,247500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33412.5,2010,1,3712.5
2012-10-19,"22 The Briary, Rosehill, Carrigaline",N/A,Cork,172500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,23287.5,2012,10,2587.5
2017-08-11,"APT 1 TANNING STUDIO, MAIN STREET, CHARLEVILLE",N/A,Cork,17500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,2362.5,2017,8,262.5
2010-12-23,"94 Bishopswater, Wexford",N/A,Wexford,95000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,12825.0,2010,12,1425.0
2015-09-14,"10 ST MOCHTAS CLOSE, CLONSILLA,,Dublin 15",Dublin 15,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,33750.0,2015,9,3750.0
2016-09-30,"34 BEAVERSTOWN ORCHARD, DONABATE,,Dublin",N/A,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,38475.0,2016,9,4275.0
2018-09-02,"NO 4 NEWGARDENS, CARLOW, CO CARLOW",N/A,Carlow,40000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,5400.0,2018,9,600.0
2012-05-17,"1  The Sands, Enniscrone, Co. Sligo",N/A,Sligo,78000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,10530.0,2012,5,1170.0
2015-10-04,"HURDLESTOWN, KELLS, CO MEATH",N/A,Meath,165000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22275.0,2015,10,2475.0
2020-03-26,"12 Balrothery Rise, Tallaght,,Dublin 24",Dublin 24,Dublin,355000.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2020,3,5325.0
2014-02-19,"16 MILK MARKET LANE, TRALEE, KERRY",N/A,Kerry,60000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,8100.000000000001,2014,2,900.0
2018-06-20,"3 THE ROOKERY, CHEEKPOINT, CO. WATERFORD",N/A,Waterford,35000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,4725.0,2018,6,525.0
2016-02-29,"20 DEVESCI HOUSE, LONGFORD PLACE, MONKSTOWN",N/A,Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,39825.0,2016,2,4425.0
2015-11-13,"53 ROWAN HILL, MOUNT OVAL VILLAGE, ROCHESTOWN",N/A,Cork,375000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,50625.0,2015,11,5625.0
2020-05-11,"18 ST HELENS DR, KILRANE, ROSSLARE HARBOUR",N/A,Wexford,200000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27000.0,2020,5,3000.0
2010-06-22,"13 The Crescent, Meadow Vale, Arklow",N/A,Wicklow,210000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2010,6,3150.0
2020-01-30,"19 ARDEN VALE, TULLAMORE, OFFALY",N/A,Offaly,136000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,18360.0,2020,1,2040.0
2020-12-16,"34 THE BAWN, MALAHIDE,,Dublin",N/A,Dublin,466000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,62910.00000000001,2020,12,6990.0
2014-10-09,"1 FORSTER PLACE, FORSTER ST, GALWAY",N/A,Galway,205000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,27675.000000000004,2014,10,3075.0
2017-08-08,"16 SPRINGFIELD, WICKLOW",N/A,Wicklow,295000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,39825.0,2017,8,4425.0
2018-05-18,"LISHEENKYLE WEST, ORANMORE, GALWAY",N/A,Galway,390000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,52650.0,2018,5,5850.0
2014-03-25,"APT 20, RIVERVIEW APTS,,Dublin RD",N/A,Kildare,69500.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,9382.5,2014,3,1042.5
2018-03-23,"49 BASTION QUAY, THE DOCKS, ATHLONE",N/A,Westmeath,149779.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,0.06341154090044387,0.0,2018,3,2246.6959500000003
2020-10-12,"79 COLLINS PARK,,Dublin 9",Dublin 9,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,49950.0,2020,10,5550.0
2011-09-14,"Cooldurragha, Union Hall",N/A,Cork,479000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,64665.00000000001,2011,9,7185.0
2016-08-01,"20 Beechgrove, Kildare, County Kildare",N/A,Kildare,170000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,22950.0,2016,8,2550.0
2019-10-12,"Apartment 42 The Campion, Marina Village, Greystones",N/A,Wicklow,378854.0,No,Yes,New Dwelling house /Apartment,,0.06341154090044387,0.0,2019,10,5682.8099999999995
2015-06-04,"6 Shandon Court, Waterford City",N/A,Waterford,53000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,7155.000000000001,2015,6,795.0
2012-12-06,"Fossabeg, Scarrif",N/A,Clare,95000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,12825.0,2012,12,1425.0
2020-03-13,"35 THE LINNETT, BARNAGEERAGH COVE, SKERRIES",N/A,Dublin,403000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,54405.0,2020,3,6045.0
2017-10-24,"20 WOODLAND DR, COLLEGE WOOD, MALLOW",N/A,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,,0.012695188523549577,24975.0,2017,10,2775.0
