DateofSale(dd/mm/yyyy),Address,PostalCode,County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,PropertySizeDescription
2022-01-28,"106 AVONDALE RD, KILLINEY, DUBLIN",,Dublin,455300.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 ACORN RD, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,660000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 ARD ABHAINN, PONTOON RD, FOXFORD",,Mayo,66000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 ASHBROOK, CASTLELAKE, CARRIGTWOHILL",,Cork,212000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 EATON TERRACE, EATON, RATHCOOLE",Dublin 24,Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 HECTOR ST MILLS, FRANCES ST, KILRUSH",,Clare,131000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 THE COURT, NEWTOWN HALL, MAYNOOTH",,Kildare,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"11 WOODLEIGH WAY, BLESSINGTON, WICKLOW",,Wicklow,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"110 FIODH MOR, ABBEYLANDS, WATERFORD",,Kilkenny,155000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"117 EDGEWOOD LAWNS, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"12 MOUNT PROSPECT, CLONARD RD, WEXFORD",,Wexford,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"12 PARKVIEW HALL, RHEBOGUE, DUBLIN RD",,Carlow,148000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"12 THE LAWN, MOYGLARE HALL, MAYNOOTH",,Kildare,450000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"12 Whitethorn Court, Whitethorn Village, Naas",,Kildare,350328.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"120 PALMERSTOWN DR, PALMERSTOWN, DUBLIN 22",Dublin 20,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"124 CHERRY APTS, TRIMBLESTON, GOATSTOWN ROAD",Dublin 14,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"126 ERRIS SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"128 CHARLESLAND COURT, THE GLEN, GREYSTONES",,Wicklow,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"13 Pairc Ard Sheelhane, Sneem",,Kerry,224669.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"13 rockville avenue, Rockville, Glenamuck Road",,Dublin,528634.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"13 SUNDAYS WELL, TRALEE, KERRY",,Kerry,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"131 MEDEBAWN, AVENUE RD, DUNDALK",,Louth,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"132 LOWER MAIN ST, BALLYBAY, CO MONAGHAN",,Monaghan,79500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"139 CELTIC PARK AVE, WHITEHALL, DUBLIN 9",Dublin 9,Dublin,422000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 BEECHLAWN AVE, COOLOCK, DUBLIN 5",Dublin 5,Dublin,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 DUN NA CARRAIGE, ROCKS RD, KINGSCOURT",,Cavan,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 LEA ROAD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,1000000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 THE COURT, SALLINS PARK, SALLINS",,Kildare,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 THE MALTHOUSE, MARROWBONE LANE, DUBLIN 8",Dublin 8,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"14 THE NURSERIES, TAYLOR HILL, GALWAY",,Galway,355000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"140 ALPINE HEIGHTS, CLONDALKIN, DUBLIN",Dublin 22,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"141 WHITE FIELDS, STATION ROAD, PORT ARLINGTON",,Laois,173247.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"142 ULYSSES HOUSE, USHERS ISLAND, VIKING HARBOUR DUBLIN 8",Dublin 8,Dublin,210000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"143 Kilbein Abbey, Kilbelin Abbey, Athgarvan Road",,Kildare,431718.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"15 CHURCH SQ, EAST WALL, DUBLIN 3",Dublin 3,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"15 CLEMENTS COURT, LOUGH RYNN ESTATE, MOHILL",,Leitrim,175000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"15 Clonrath Row, Lusk",,Dublin,398000.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"15 CUIRT OIR, LONGFORD TOWN, LONGFORD",,Longford,80000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"15 LEE VIEW PLACE, MONKSTOWN, CORK",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"15 ST PATRICKS TERRACE, NENAGH, TIPPERARY",,Tipperary,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"15A HARBOUR QUAY, MULLINGAR, CO WESTMEATH",,Westmeath,163000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"16 DUN EMER PARK, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,760000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"16 PARKNORE BALTINGLASS, BALTINGLASS, WICKLOW",,Wicklow,185000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"16 Reldare, Model Farm Road, Cork",,Cork,370044.05,No,Yes,New Dwelling house /Apartment,
2022-01-28,"16 ST BRIDGETS TERRACE, EAST END, BUNDORAN",,Donegal,90000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"16 THE MOORINGS, HARTYS QUAY, ROCHESTOWN RD",,Cork,365000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"164 THE GEORGE, CHARLOTTE QUAY, DUBLIN 2",Dublin 4,Dublin,463000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"168 Drakes Point, Crosshaven, Co. Cork",,Cork,273127.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"17 AIRFIELD COURT, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 BALLINTEER DR, DUNDRUM, DUBLIN 16",Dublin 16,Dublin,670000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 CHURCHWELL RISE, BELMAYNE, DUBLIN 13",Dublin 13,Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 COLUMBANUS AVE, MILLTOWN, DUBLIN 14",Dublin 14,Dublin,537500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 HASTINGS CLOSE, BALBRIGGAN, DUBLIN",,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 HUNTERS AVE, HUNTERS WOOD, BALLYCULLEN RD DUBLIN 24",Dublin 24,Dublin,485000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"17 THOMOND COURT, BALLYMAHON, LONGFORD",,Longford,108000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"176 CARTUR MOR, CLYBAUN RD, GALWAY",,Galway,370000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"178 RIVER VILLAGE, MONKSLAND, ATHLONE",,Roscommon,232000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"18 CLIFTONVILLE ROAD, GLASNEVIN, DUBLIN 9",Dublin 9,Dublin,904000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"18 CROIT NA MARA, SALTHILL, GALWAY CITY",,Galway,460000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"18 STAPOLIN AVENUE, THE COAST, BALDOYLE",,Dublin,440528.63,No,Yes,New Dwelling house /Apartment,
2022-01-28,"18 Stapolin Avenue, The Coast, Baldoyle",,Dublin,440528.63,No,Yes,New Dwelling house /Apartment,
2022-01-28,"18 THE CRESCENT, SILVER BANKS, STAMULLEN",,Meath,330396.48,No,Yes,New Dwelling house /Apartment,
2022-01-28,"18 WATERVILLE LINKS, WATERVILLE, KERRY",,Kerry,231000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"19 CASSIAN COURT SOUTH, ROYAL CANAL PARK, DUBLIN 15",Dublin 15,Dublin,248000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"19 CHERRYWOOD CLOSE, TERMON ABBEY, DROGHEDA",,Louth,227000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"19 HUNTERS GREEN, CREAGH, GOREY",,Wexford,190000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"19 KILFENORA RD, DUBLIN 12, DUBLIN",Dublin 12,Dublin,357500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"19 O'CONNELL ST, KILKEE, CO CLARE",,Clare,56250.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"192 TUR UISCE, GALWAY, GALWAY",,Galway,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 ABBEY MEADOWS, CLONMEL, TIPPERARY",,Tipperary,330000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 CAMBRIDGE CLOSE, SANDYCOVE AVE EAST, SANDYCOVE",,Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 COASTGUARD COURT, CULLENSTOWN, DUNCORMICK",,Wexford,162000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 GRATTAN PARK, SALTHILL, GALWAY",,Galway,945000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 OLDTOWN RD, SANTRY, DUBLIN 9",Dublin 9,Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 PARADE SQUARE, PASSAGE EAST, CO WATERFORD",,Waterford,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 PARADISE GLEN, REENMEEN, GLENGARRIFF",,Cork,333000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 RIVERSIDE PARK, CLONSHAUGH, DUBLIN 17",Dublin 17,Dublin,431000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 SUMMERSTOWN DR, WILTON, CORK",,Cork,288000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 SUSANVILLE ROAD, DRUMCONDRA, DUBLIN 3",Dublin 3,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2 The Grove, Barnhall Meadows, Leixlip",,Kildare,427313.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"20 THE CRESCENT, CURRAGH GRANGE, NEWBRIDGE",,Kildare,340000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"201 CONNOLLY RD, BALLYPHEHANE, CORK",,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"21 ASHE ROAD, KINGSMEADOW ESTATE, WATERFORD",,Waterford,140000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"21 BARNWELL LANE, HANSFIELD, ONGAR",Dublin 15,Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"21 MALLIN AVE, DUBLIN 8, DUBLIN",Dublin 8,Dublin,362000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"210 BACHELORS WALK APTS, BACHELORS WALK, DUBLIN 1",Dublin 1,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"212 ROSS SUILIGHE, LETTERKENNY, CO DONEGAL",,Donegal,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"218 FERNWOOD, GLYNTOWN, GLANMIRE",,Cork,352500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"22 EGLINTON PK, DUBLIN 4, DUBLIN",Dublin 4,Dublin,1310000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"22 RUSSELL AVENUE, DRUMCONDRA, DUBLIN 9",,Dublin,491000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"22 STANFORD, ARDILEA, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"229 THE AVENUE, PETISWOOD MANOR, DUBLIN RD",,Westmeath,404500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"23 CARRAIG CLUIN, CLARA RD, TULLAMORE",,Offaly,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"23 CURRAGH CLOSE, BALLYBUNION ROAD, CURRAGHTOOSANE",,Kerry,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"23 Summearseat Avenue, Clonee",,Meath,237885.46,No,Yes,New Dwelling house /Apartment,
2022-01-28,"23 THE PUNCHBOWL ENNIS RD GORT, GALWAY",,Galway,110000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"24 ASHLEY GARDENS, BORRIS RD, PORTLAOISE",,Laois,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"24 VICAR STREET, CORK",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 AMBER WOOD, BALLIVOR, CO MEATH",,Meath,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 ASHINGTON DALE, NAVAN RD, DUBLIN 7",Dublin 7,Dublin,477000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 BRUACH NA HABHANN, TRALEE, CO KERRY",,Kerry,60720.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 CORNAMADDY, ATHLONE, WESTMEATH",,Westmeath,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 CUANAHOWAN, RATHOE ROAD, TULLOW",,Carlow,249000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 JAMESTOWN PARK, RATOATH, MEATH",,Meath,455000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 LEEVIEW, BALLINCOLLIG, CORK",,Cork,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 MARYBOROUGH CRESCENT, BROOMVILLE DUBLIN ROAD, PORTLAOISE",,Laois,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"25 THE CRESCENT, LAKE POINT PARK, MULLINGAR",,Westmeath,249000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"26 AIRFIELD POINT, DUNMORE EAST, WATERFORD",,Waterford,353000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"26 COLLEGE VIEW, MOUNTMELLICK, LAOIS",,Laois,98000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"26 MELVILLE COURT, CITYSIDE, FINGLAS DUBLIN 11",Dublin 11,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"26 YEWWOOD, YOUGHAL, CORK",,Cork,180000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"261 BACHELORS WALK, DUBLIN 1",Dublin 1,Dublin,271598.24,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"27 ABBEYFIELD, KILLESTER, DUBLIN 15",Dublin 5,Dublin,750000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"27 TEMPLE COURT, WOOD, SANTRY DUBLIN 9",Dublin 9,Dublin,290000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"28 THE STRAND, OCALLAGHAN STRAND, LIMERICK",,Limerick,405000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"29 INNISHMORE COURT, BALLINCOLLIG, CORK",,Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"2A THREE TROUT BRIDGE, KILLINCARRIG, GREYSTONES",,Wicklow,585000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"3 HOLLYFIELD, LAKE, BRIDGETOWN",,Wexford,165000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"3 MAPLE COURT, SILVERSPRINGS RD, CLONMEL",,Tipperary,500000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"3 MILL AVENUE, MILLERSTOWN, KILCOCK",,Meath,339207.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"3 SEABANK TERRACE, ARKLOW, CO WICKLOW",,Wicklow,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"30 BARTERS WOOD, Tower, Cork",,Cork,290748.9,No,Yes,New Dwelling house /Apartment,
2022-01-28,"30 The Birches, Old Grange Wood, Monasterevin",,Kildare,250220.26,No,Yes,New Dwelling house /Apartment,
2022-01-28,"300 BACHELORS WALK, DUBLIN",Dublin 1,Dublin,236386.6,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"31 CARYSFORT PARK, BLACKROCK, DUBLIN",,Dublin,830000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"31 DEANS LANE, TRALEE, KERRY",,Kerry,81000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"31 LAKESIDE, CASTLE OAKS, DUBLIN RD",,Carlow,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"32 CURRAGH CLOSE, BALLYBUNION ROAD, CURRAGHTOOSANE",,Kerry,170000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"32 NUTLEY RD, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,1904124.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"32 PAIRC NA CUILEANN, BALLYMUN, DUBLIN 11",,Dublin,86000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"32 ST NICHOLAS RD, THE CLADDAGH, GALWAY",,Galway,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"32 THE COURTYARD, KILLARNEY, CO KERRY",,Kerry,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"33 PINE GROVE, TRAMORE, WATERFORD",,Waterford,338000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"33 SYLVAN CLOSE, KINGSWOOD, DUBLIN 24",Dublin 24,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"34 Glen Boann, Donacarney",,Meath,268722.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"34 KEMPTON COURT, BLOCK C, CAVAN",,Cavan,128500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"34 REDBARN, YOUGHAL, CORK",,Cork,105000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"35 PEARSE RD ENNISCORTHY, ENNISCORTHY, WEXFORD",,Wexford,102500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"36 Gallow Hill, Kildare Road, Athy",,Kildare,259912.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"36 WILLOW CRESCENT, RIVERBANK, ANNACOTTY",,Limerick,255000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"37 DANESFORT DR, LOUGHREA, GALWAY",,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"38 CASTLE CRESCENT, ASHBOURNE, MEATH",,Meath,222000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"384 COLLINSWOOD, COLLINS AVE, DUBLIN 9",Dublin 9,Dublin,501000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"39 DELGANY HILLS, DELGANY, WICKLOW",,Wicklow,390000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"39 ST OLIVERS PARK, KILSARAN, LOUTH",,Louth,181000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"39 THE ESTUARY, SOMERVILLE, TRAMORE",,Waterford,242000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"39 WILLOW TERRACE, LISDUGGAN, WATERFORD",,Waterford,150000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"4 BALLYNOE GROVE, BRAY, WICKLOW",,Wicklow,408500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"4 GARRYNURE, MILLTOWN RD, CLONSKEAGH",Dublin 6,Dublin,620000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"4 LISTOKE AVENUE, BALLYMAKENNY ROAD, DROGHEDA",,Louth,285744.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"4 ST MARYS TERRACE, WOLFE TONE ST, CORK",,Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"41 CLONTARF PARK, CLONTARF, DUBLIN",Dublin 3,Dublin,657500.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"41 THE GLEBE, STRADBALLY, LAOIS",,Laois,200000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"42  OAK AVENUE, EVANWOOD, GOLF LINKS ROAD",,Limerick,410000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"42 CASTELABBEY, TRIM, MEATH",,Meath,320000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"42 PAIRC NA MBLATH, BALLINROAD, DUNGARVAN",,Waterford,265000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"42 REDWOOD, BLANCHARDSTOWN, DUBLIN 15",Dublin 15,Dublin,364000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"42 SPRINGFORT  MEADOWS, LIMERICK RD, NENAGH",,Tipperary,295000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"43 SLIEVEBLOOM PARK, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,384000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"45 CAIRNBROOK AVE, BLENAMUCK RD, CARRICKMINES",Dublin 18,Dublin,465000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"45 FINGLAS PLACE, FINGLAS EAST, DUBLIN 11",Dublin 11,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"46 IDRONE PARK, KNOCKLYON, TEMPLEOGUE DUBLIN 16",Dublin 16,Dublin,535000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"5 HAWTHORN HEIGHTS, LETTERKENNY, DONEGAL",,Donegal,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"5 ST MATTHIAS WOOD, CHURCH RD, KILLINEY",,Dublin,1250000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"50 FRIARS HILL, GRAIGUENAMANAGH, KILKENNY",,Kilkenny,191000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"50 GALTYMORE DR, DUBLIN 12, DUBLIN",Dublin 12,Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"51 CRONAN PARK, SHANNON, CLARE",,Clare,120000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"51 PINEGROVE PARK, SWORDS, DUBLIN",,Dublin,580000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"52 OATFIELD PARK, CLANE, KILDARE",,Kildare,300000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"52 PARK DR GROVE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,386000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"53 Rathangan Manor, Rathangan",,Kildare,274889.86,No,Yes,New Dwelling house /Apartment,
2022-01-28,"54 BRANDON SQUARE, WATERVILLE, BLANCHARDSTOWN",Dublin 15,Dublin,528000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"54 ST BRIGIDS RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"54 ST PATRICKS RD, GREENHILLS, DUBLIN 12",Dublin 12,Dublin,505000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"566 TRINITY CRESCENT, DERRINTURN, CARBURY",,Kildare,20000.0,Yes,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"57 Listoke Avenue, Ballymakenny Road, Drogheda",,Louth,241097.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"57 THE SQUARE, CELBRIDGE, KILDARE",,Kildare,245000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"58 CAISEAL NA RI, CASHEL, TIPPERARY",,Tipperary,186000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"58 THE AVENUE, GARRANE DARRA, WILTON",,Cork,227000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 ARCHERS WOOD DRIVE, ARCHERS WOOD, DELGANY",,Wicklow,440528.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"6 BEECH WALK, BROOKWOOD, SCHOLARSTOWN RD DUBLIN 16",Dublin 16,Dublin,425000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 BELLFIELD  PARK, DUBLIN ROAD, DUNMDALK",,Louth,299500.0,No,Yes,New Dwelling house /Apartment,
2022-01-28,"6 CLARE AOIBHINN, CLAREMORRIS, MAYO",,Mayo,274000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 MILL RACE WALK SAGGERT, DUBLIN",Dublin 24,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 REDWOOD RISE, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 SHANACLOON, SHANABALLA, LAHINCH RD",,Clare,225000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 THE GROVE, CARRAIG RUA, KILLEENS",,Cork,408000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 VICAR RD, TOGHER, CORK",,Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"6 VILLAREA PARK, GLENAGEARY, DUBLIN",,Dublin,930000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"604 CHESTNUT CLOSE, ELM PARK, CASTLETROY",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"62 OLD BALREASK WOODS, NAVAN, MEATH",,Meath,285000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"64 CASTLELAND PARK WAY, BALBRIGGAN, DUBLIN",,Dublin,348000.0,No,No,Second-Hand Dwelling house /Apartment,
2022-01-28,"65 WHITE OAKS, SARSFIELD RD, WILTON",,Cork,256000.0,No,No,Second-Hand Dwelling house /Apartment,
